Itaxon_id	taxon_name	taxon_rank	taxon_clade	phylum	subphylum	class	subclass	order	suborder	superfamily	family	taxon_subfamily	tribe	taxon_genus	taxon_subgenus	pbdb_taxon_no	max_length	max_area	max_vol	extinct_max_length	extinct_max_area	extinct_max_vol	fad_int	lad_int	fad_age	lad_age	range_source	range_year	in_sepkoski	tiering	motility	feeding	ecospace	diet	calc_max_vol	extinct_calc_max_vol	extant	eco_ref	marine	brackish	freshwater	terrestrial
58358	Intermediacrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Intermediacrinus		32209	24.24	335.8312	3949.3752	24.24	335.8312	3949.3752	Visean	Serpukhovian	346.7	323.2	Sepkoski	2002	t	2	4	1	241		4471.527755	4471.527755	f		t		f	f
58337	Agassizocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Agassizocrinus		32035	24.81428571	483.608	6438.8945	24.81428571	483.608	6438.8945	Visean	Serpukhovian	346.7	323.2	Sepkoski	2002	t	2	4	1	241		4795.766333	4795.766333	f		t		f	f
58367	Scotiacrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Scotiacrinus		32381	26.22857143	314.5895	3202.8204	26.22857143	314.5895	3202.8204	Visean	Serpukhovian	346.7	323.2	Sepkoski	2002	t	2	4	1	241		5660.138664	5660.138664	f		t		f	f
56818	Onychocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Flexibilia	Taxocrinida						Onychocrinus		32464	28.78571429	650.7945	11912.6391	28.78571429	650.7945	11912.6391	Tournaisian	Serpukhovian	358.9	323.2	Sepkoski	2002	t	2	4	1	241		7475.072594	7475.072594	f		t		f	f
54266	Pentablastus	genus	Ambulacralia	Echinodermata		Blastoidea		Fissiculata						Pentablastus		30855	15.0745614	596.9617	10033.1459	15.0745614	596.9617	10033.1459	Serpukhovian	Serpukhovian	330.9	323.2	Sepkoski	2002	t						8852.540412	8852.540412	f		t		f	f
58350	Fifeocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Fifeocrinus		32170	32.86	681.336	11991.5145	32.86	681.336	11991.5145	Visean	Serpukhovian	346.7	323.2	Sepkoski	2002	t	2	4	1	241		11104.29937	11104.29937	f		t		f	f
58068	Hydreionocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Hydreionocrinus		32198	34.12857143	744.3997	13782.0294	34.12857143	744.3997	13782.0294	Visean	Serpukhovian	346.7	323.2	Sepkoski	2002	t	2	4	1	241		12435.75912	12435.75912	f		t		f	f
40696	Compsaster	genus	Ambulacralia	Echinodermata	Asterozoa	Asteroidea	Ambuloasteroidea	Platyasterida	Uractinina		Compsasteridae			Compsaster		31393	34.7	3782.7603		34.7	3782.7603		Emsian	Serpukhovian	407.6	323.2	Sepkoski	2002	t	3	2	5	325		14995.31723	14995.31723	f		t		f	f
56775	Pelecocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Pelecocrinus		32319	37.9	573.2195	7359.0463	37.9	573.2195	7359.0463	Tournaisian	Serpukhovian	358.9	323.2	Sepkoski	2002	t	2	4	1	241		17012.32883	17012.32883	f		t		f	f
58388	Pterotocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida						Pterotocrinus		31839	38.11	917.7005	18757.7988	38.11	917.7005	18757.7988	Visean	Serpukhovian	346.7	323.2	Sepkoski	2002	t	2	4	1	241		17295.69871	17295.69871	f		t		f	f
56606	Amphoracrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida						Amphoracrinus		31696	38.69	1175.6752	26523.2315	38.69	1175.6752	26523.2315	Tournaisian	Serpukhovian	358.9	323.2	Sepkoski	2002	t	2	4	1	241		18094.61974	18094.61974	f		t		f	f
56816	Pentremites	genus	Ambulacralia	Echinodermata		Blastoidea		Spiraculata			Pentremitidae			Pentremites		30913	20.545	1270.5491	33347.6775	20.545	1270.5491	33347.6775	Tournaisian	Serpukhovian	358.9	323.2	Sepkoski	2002	t	2	6	1	261		21374.6523	21374.6523	f		t		f	f
40100	Taxocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Flexibilia	Taxocrinida		Taxocrinacea	Taxocrinidae			Taxocrinus		32470	41.6	1359.1786	32439.0637	41.6	1359.1786	32439.0637	Eifelian	Serpukhovian	393.3	323.2	Sepkoski	2002	t	2	4	1	241		22475.3683	22475.3683	f		t		f	f
56601	Lepidodiscus	genus	Ambulacralia	Echinodermata		Edrioasteroidea		Isorophida			Agelacrinitidae			Lepidodiscus		30782	42.55507538	5689.2183		42.55507538	5689.2183		Tournaisian	Serpukhovian	358.9	323.2	Sepkoski	2002	t						26094.20008	26094.20008	f		t		f	f
58383	Acrocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida						Acrocrinus		31686	62.21	3039.5569	70598.776	62.21	3039.5569	70598.776	Visean	Serpukhovian	346.7	323.2	Sepkoski	2002	t	2	4	1	241		74850.71321	74850.71321	f		t		f	f
58082	Thaminocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Disparida							Thaminocrinus		31995	1.418333333	1.58	1.2859	1.418333333	1.58	1.2859	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		0.922509203	0.922509203	f		t		f	f
58343	Carlopsocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Carlopsocrinus		32095	2.017333333			2.017333333			Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		2.64473955	2.64473955	f		t		f	f
56580	Goniocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Goniocrinus		32181	3.94	12.1922	22.7588	3.94	12.1922	22.7588	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		19.56704471	19.56704471	f		t		f	f
58380	Astrocrinus	genus	Ambulacralia	Echinodermata		Blastoidea		Fissiculata						Astrocrinus		30828	1.874125874	8.4604	16.2097	1.874125874	8.4604	16.2097	Visean	Visean	346.7	330.9	Sepkoski	2002	t						23.39553452	23.39553452	f		t		f	f
164825	Dipoblastus	genus		Echinodermata		Blastoidea		Spiraculata			Dipoblastidae			Dipoblastus			1.944666667	11.8807	29.4429	1.944666667	11.8807	29.4429	Visean	Visean	346.7	330.9	Treatise	1968	f						25.99078651	25.99078651	f		t		f	f
58399	Ptychoblastus	genus	Ambulacralia	Echinodermata		Blastoidea		Spiraculata						Ptychoblastus		30919	3.039830508	29.0301	98.5289	3.039830508	29.0301	98.5289	Visean	Visean	346.7	330.9	Sepkoski	2002	t						92.72083086	92.72083086	f		t		f	f
56633	Poroblastus	genus	Ambulacralia	Echinodermata		Blastoidea		Spiraculata						Poroblastus		30918	3.34375	35.1251		3.34375	35.1251		Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t						121.6199292	121.6199292	f		t		f	f
58369	Sycocrinites	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Sycocrinites		32408	7.6	45.3646	135.0353	7.6	45.3646	135.0353	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		139.4825854	139.4825854	f		t		f	f
58111	Ellipticoblastus	genus	Ambulacralia	Echinodermata		Blastoidea		Spiraculata						Ellipticoblastus		30890	3.536585366	38.521	178.0733	3.536585366	38.521	178.0733	Visean	Visean	346.7	330.9	Sepkoski	2002	t						142.6703374	142.6703374	f		t		f	f
58359	Lophocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Lophocrinus		32237	7.9	48.3962	251.6604	7.9	48.3962	251.6604	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		156.598	156.598	f		t		f	f
40457	Hallocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Hallocrinus		32187	9.25	61.6308	348.5567	9.25	61.6308	348.5567	Emsian	Visean	407.6	330.9	Sepkoski	2002	t	2	4	1	241		250.9689366	250.9689366	f		t		f	f
56579	Gilmocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Dendrocrinida		Scytalocrinacea	Scytalocrinidae			Gilmocrinus		32176	10.11428571	73.0824	448.2388	10.11428571	73.0824	448.2388	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		327.7919808	327.7919808	f		t		f	f
56812	Mesoblastus	genus	Ambulacralia	Echinodermata		Blastoidea		Granatocrinida			Granatocrinidae			Mesoblastus		30902	4.759375	71.1623	417.7818	4.759375	71.1623	417.7818	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	6	1	261		332.2904303	332.2904303	f		t		f	f
58109	Cribroblastus	genus	Ambulacralia	Echinodermata		Blastoidea		Spiraculata						Cribroblastus		30879	4.819354839	72.9672	453.4951	4.819354839	72.9672	453.4951	Visean	Visean	346.7	330.9	Sepkoski	2002	t						344.3526183	344.3526183	f		t		f	f
58396	Heteroblastus	genus	Ambulacralia	Echinodermata		Blastoidea		Spiraculata						Heteroblastus		30895	4.846052632	73.7779	314.5267	4.846052632	73.7779	314.5267	Visean	Visean	346.7	330.9	Sepkoski	2002	t						349.8116933	349.8116933	f		t		f	f
56807	Carpenteroblastus	genus	Ambulacralia	Echinodermata		Blastoidea		Spiraculata						Carpenteroblastus		30875	5.656	97.6221	715.1141	5.656	97.6221	715.1141	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t						543.1731028	543.1731028	f		t		f	f
58076	Sarocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Sarocrinus		32373	12.16153846	116.1628	829.8191	12.16153846	116.1628	829.8191	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		568.7592322	568.7592322	f		t		f	f
44618	Decadocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Inadunata	Cladida			Poteriocrinidae			Decadocrinus		32131	12.9	93.1097	570.4523	12.9	93.1097	570.4523	Givetian	Visean	387.7	330.9	Sepkoski	2002	t	2	4	1	241		678.3700677	678.3700677	f		t		f	f
58356	Hosieocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Hosieocrinus		32197	13.065	128.7271	1076.5876	13.065	128.7271	1076.5876	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		704.6420811	704.6420811	f		t		f	f
40463	Parisocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Parisocrinus		32314	13.32	124.3873	985.9765	13.32	124.3873	985.9765	Emsian	Visean	407.6	330.9	Sepkoski	2002	t	2	4	1	241		746.5621956	746.5621956	f		t		f	f
56588	Cribanocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Diplobathrida		Reteocrinicae	Rhodocrinitidae			Cribanocrinus		31610	13.345			13.345			Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		750.7591143	750.7591143	f		t		f	f
56595	Hadroblastus	genus	Ambulacralia	Echinodermata		Blastoidea		Fissiculata			Phaenoschismatidae			Hadroblastus		30838	6.437037037	97.3678	625.0774	6.437037037	97.3678	625.0774	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	6	1	261		785.020768	785.020768	f		t		f	f
58392	Artichthyocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Flexibilia	Sagenocrinida		Sagenocrinoidea	Euryocrinidae			Artichthyocrinus		32480	13.74	148.2734	1337.0969	13.74	148.2734	1337.0969	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		819.169492	819.169492	f		t		f	f
58381	Codaster	genus	Ambulacralia	Echinodermata		Blastoidea		Fissiculata			Codasteridae			Codaster		30833	6.904761905	149.7777	1269.5447	6.904761905	149.7777	1269.5447	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	6	1	261		958.5457339	958.5457339	f		t		f	f
44634	Aorocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida			Batocrinidae	Bactocrininae		Aorocrinus		31699	14.96	175.7734	1412.046	14.96	175.7734	1412.046	Givetian	Visean	387.7	330.9	Sepkoski	2002	t	2	4	1	241		1056.392752	1056.392752	f		t		f	f
56779	Belemnocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Disparida							Belemnocrinus		31888	15.24	182.4147	1113.9457	15.24	182.4147	1113.9457	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		1116.611403	1116.611403	f		t		f	f
58389	Talarocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida						Talarocrinus		31857	15.32666667	184.4953	1241.4484	15.32666667	184.4953	1241.4484	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		1135.702986	1135.702986	f		t		f	f
58091	Azygocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida						Azygocrinus		31705	15.43	173.5397	1656.7256	15.43	173.5397	1656.7256	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		1158.748437	1158.748437	f		t		f	f
58357	Idosocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Idosocrinus		32205	16.08	180.345	1716.8845	16.08	180.345	1716.8845	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		1310.882517	1310.882517	f		t		f	f
58340	Anemetocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Anemetocrinus		32051	16.67142857	158.995	1287.1027	16.67142857	158.995	1287.1027	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		1460.365251	1460.365251	f		t		f	f
58078	Stinocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Stinocrinus		32400	17.32258065	234.5787	2696.3933	17.32258065	234.5787	2696.3933	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		1637.60194	1637.60194	f		t		f	f
43603	Orophocrinus	genus	Ambulacralia	Echinodermata		Blastoidea		Fissiculata						Orophocrinus		30852	8.473214286	225.5518	2404.0955	8.473214286	225.5518	2404.0955	Famennian	Visean	372.2	330.9	Sepkoski	2002	t	2	6	1	261		1716.810918	1716.810918	f		t		f	f
58067	Histocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Dendrocrinida		Scytalocrinacea	Scytalocrinidae			Histocrinus		32195	17.68571429	228.3967	2503.6626	17.68571429	228.3967	2503.6626	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		1742.388485	1742.388485	f		t		f	f
56794	Macrocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida						Macrocrinus		31789	18.22857143	260.9727	2669.3783	18.22857143	260.9727	2669.3783	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		1907.21207	1907.21207	f		t		f	f
56819	Parichthyocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Flexibilia	Taxocrinida						Parichthyocrinus		32465	18.52	260.8021	3117.4549	18.52	260.8021	3117.4549	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		1999.82794	1999.82794	f		t		f	f
58385	Globocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Articulata	Ampelocrinida			Ampelocrinidae			Globocrinus		31770	18.93	235.7999	2493.1913	18.93	235.7999	2493.1913	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		2135.123289	2135.123289	f		t		f	f
56627	Mespilocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Flexibilia	Sagenocrinida						Mespilocrinus		32503	18.98	264.547	3129.8852	18.98	264.547	3129.8852	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		2152.027743	2152.027743	f		t		f	f
56581	Hypselocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Dendrocrinida		Scytalocrinacea	Scytalocrinidae			Hypselocrinus		32203	19.08510638	286.0744	2937.8424	19.08510638	286.0744	2937.8424	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		2187.852993	2187.852993	f		t		f	f
58108	Acentrotremites	genus	Ambulacralia	Echinodermata		Blastoidea		Spiraculata						Acentrotremites		30869	9.342857143	274.2264		9.342857143	274.2264		Visean	Visean	346.7	330.9	Sepkoski	2002	t						2267.415495	2267.415495	f		t		f	f
58620	Cyathocrinites	genus	Ambulacralia	Echinodermata		Crinoidea		Cyathocrinida		Cyathocrinitacea	Cyathocrinitidae			Cyathocrinites		32125	19.43	279.2632	3407.0115	19.43	279.2632	3407.0115	Sheinwoodian	Visean	433.4	330.9	Sepkoski	2002	t	2	4	1	241		2308.193222	2308.193222	f		t		f	f
58060	Aulocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Aulocrinus		32070	19.61	245.8105	2615.4233	19.61	245.8105	2615.4233	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		2372.712019	2372.712019	f		t		f	f
58351	Forthocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Forthocrinus		32172	20.53	125.124	647.3081	20.53	125.124	647.3081	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		2721.276761	2721.276761	f		t		f	f
58096	Dizygocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida						Dizygocrinus		31754	21.26	319.2574	4069.4682	21.26	319.2574	4069.4682	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		3020.913996	3020.913996	f		t		f	f
56767	Eratocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Eratocrinus		32158	21.8	373.2526	5051.3522	21.8	373.2526	5051.3522	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		3256.15561	3256.15561	f		t		f	f
56780	Catillocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Disparida							Catillocrinus		31896	22.82	112.0174	466.7392	22.82	112.0174	466.7392	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		3733.161236	3733.161236	f		t		f	f
58362	Pedinocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Dendrocrinida		Lophocrinoidea	Stellarocrinidae			Pedinocrinus		32317	23.39	298.1526	3226.0113	23.39	298.1526	3226.0113	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		4018.920677	4018.920677	f		t		f	f
58105	Neopalaeaster	genus	Ambulacralia	Echinodermata	Asterozoa	Asteroidea		Pustulosida			Neopalaeasteridae			Neopalaeaster		31365	21.67427795	1475.8396		21.67427795	1475.8396		Visean	Visean	346.7	330.9	Sepkoski	2002	t	3	2	0			4179.238749	4179.238749	f		t		f	f
54568	Costalocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida			Botryocrinidae			Costalocrinus		32115	23.76666667	208.1914	1548.0189	23.76666667	208.1914	1548.0189	Pragian	Visean	410.8	330.9	Sepkoski	2002	t	2	4	1	241		4215.525109	4215.525109	f		t		f	f
58089	Alloprosallocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida						Alloprosallocrinus		31692	23.93	449.7543	7130.1041	23.93	449.7543	7130.1041	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		4302.730257	4302.730257	f		t		f	f
56604	Abatocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida						Abatocrinus		31683	23.95	418.1527	6197.0224	23.95	418.1527	6197.0224	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		4313.490215	4313.490215	f		t		f	f
58066	Edapocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Edapocrinus		32142	24.75333333	450.7771	6968.013	24.75333333	450.7771	6968.013	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		4760.634293	4760.634293	f		t		f	f
44629	Halysiocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Inadunata				Calceocrinidae			Halysiocrinus		31930	25.96	529.2968	6499.7645	25.96	529.2968	6499.7645	Givetian	Visean	387.7	330.9	Sepkoski	2002	t	2	4	1	241		5488.624962	5488.624962	f		t		f	f
58063	Corythocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Corythocrinus		32113	26.38571429	514.5297	8516.692	26.38571429	514.5297	8516.692	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		5762.127146	5762.127146	f		t		f	f
56621	Sampsonocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida						Sampsonocrinus		31842	26.42666667	423.8264	5769.6901	26.42666667	423.8264	5769.6901	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		5788.905363	5788.905363	f		t		f	f
58390	Ainacrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Flexibilia	Sagenocrinida						Ainacrinus		32473	26.65	496.8986	7864.2492	26.65	496.8986	7864.2492	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		5936.398501	5936.398501	f		t		f	f
56762	Blothrocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Dendrocrinida			Glossocrinidae			Blothrocrinus		32080	26.94	461.6812	6715.923	26.94	461.6812	6715.923	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		6131.623227	6131.623227	f		t		f	f
56761	Barycrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida			Botryocrinidae			Barycrinus		32073	27.86	478.3458	7516.4071	27.86	478.3458	7516.4071	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		6779.144049	6779.144049	f		t		f	f
56583	Poteriocrinites	genus	Ambulacralia	Echinodermata		Crinoidea		Dendrocrinida			Poteriocrinitidae			Poteriocrinites		32341	28.45333333	555.1043	9192.5279	28.45333333	555.1043	9192.5279	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		7219.982065	7219.982065	f		t		f	f
58114	Granatocrinus	genus	Ambulacralia	Echinodermata		Blastoidea		Spiraculata						Granatocrinus		30894	14.045	594.5664	10682.377	14.045	594.5664	10682.377	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	6	1	261		7237.611695	7237.611695	f		t		f	f
58071	Lebetocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Lebetocrinus		32226	29.82	300.2517	2566.1516	29.82	300.2517	2566.1516	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		8307.080064	8307.080064	f		t		f	f
58361	Parazeacrinites	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Parazeacrinites		32310	29.97777778	482.1389	6582.0884	29.97777778	482.1389	6582.0884	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		8439.175757	8439.175757	f		t		f	f
58061	Bollandocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Bollandocrinus		32082	30.44	727.7449	11852.5388	30.44	727.7449	11852.5388	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		8834.1911	8834.1911	f		t		f	f
56789	Cactocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida						Cactocrinus		31717	30.51	731.0958	11483.0782	30.51	731.0958	11483.0782	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		8895.065049	8895.065049	f		t		f	f
56386	Pellecrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Pellecrinus		32320	30.64	407.6543	4603.7761	30.64	407.6543	4603.7761	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		9008.856072	9008.856072	f		t		f	f
43299	Uperocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida						Uperocrinus		31870	30.88571429	606.093	10095.7784	30.88571429	606.093	10095.7784	Famennian	Visean	372.2	330.9	Sepkoski	2002	t	2	4	1	241		9226.571655	9226.571655	f		t		f	f
58342	Bronaughocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Bronaughocrinus		32087	31.08602151	758.9622	8389.389	31.08602151	758.9622	8389.389	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		9406.623014	9406.623014	f		t		f	f
58092	Batocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida						Batocrinus		31707	31.11	698.0719	13295.9421	31.11	698.0719	13295.9421	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		9428.332117	9428.332117	f		t		f	f
56804	Nipterocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Flexibilia	Sagenocrinida						Nipterocrinus		32508	31.28	768.4637	15543.4596	31.28	768.4637	15543.4596	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		9583.199751	9583.199751	f		t		f	f
56795	Nunnacrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida						Nunnacrinus		31806	31.9	799.229	12873.7352	31.9	799.229	12873.7352	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		10162.34664	10162.34664	f		t		f	f
58065	Cydrocrinus	genus	Ambulacralia	Echinodermata		Crinoidea		Cladida						Cydrocrinus		32127	31.9	799.229	13299.171	31.9	799.229	13299.171	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		10162.34664	10162.34664	f		t		f	f
56800	Steganocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida						Steganocrinus		31848	33.13	862.0506	16884.6975	33.13	862.0506	16884.6975	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		11379.31071	11379.31071	f		t		f	f
58095	Diatorocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida						Diatorocrinus		31749	34.16	916.4855	16661.7067	34.16	916.4855	16661.7067	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		12470.0276	12470.0276	f		t		f	f
56798	Plemnocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida						Plemnocrinus		31829	34.38571429	928.637	18882.2856	34.38571429	928.637	18882.2856	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		12717.98572	12717.98572	f		t		f	f
43216	Onychaster	genus	Ambulacralia	Echinodermata	Asterozoa	Ophiuroidea		Phrynophiurida	Euryalina		Onychasteridae			Onychaster		31551	32.67743484	3354.639		32.67743484	3354.639		Famennian	Visean	372.2	330.9	Sepkoski	2002	t	3	2	0			12739.43753	12739.43753	f		t		f	f
56615	Eretmocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida						Eretmocrinus		31760	34.77	949.5094	18217.9201	34.77	949.5094	18217.9201	Tournaisian	Visean	358.9	330.9	Sepkoski	2002	t	2	4	1	241		13147.65276	13147.65276	f		t		f	f
58116	Pentephyllum	genus	Ambulacralia	Echinodermata		Blastoidea		Spiraculata						Pentephyllum		30912	17.73563218	834.4911	16664.2437	17.73563218	834.4911	16664.2437	Visean	Visean	346.7	330.9	Sepkoski	2002	t						14063.12852	14063.12852	f		t		f	f
58107	Gaulocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Flexibilia	Sagenocrinida						Gaulocrinus		32494	35.61333333	619.8295	9156.9482	35.61333333	619.8295	9156.9482	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		14124.20939	14124.20939	f		t		f	f
58097	Eumorphocrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Camerata	Monobathrida	Compsocrinina	Periechocrinacea	Actinocrinitidae	Eumorphocrininae		Eumorphocrinus		31765	36.44	1042.9095	23124.7797	36.44	1042.9095	23124.7797	Visean	Visean	346.7	330.9	Sepkoski	2002	t	2	4	1	241		15127.18373	15127.18373	f		t		f	f
