Itaxon_id	taxon_name	taxon_rank	taxon_clade	phylum	subphylum	class	subclass	order	suborder	superfamily	family	taxon_subfamily	tribe	taxon_genus	taxon_subgenus	pbdb_taxon_no	max_length	max_area	max_vol	extinct_max_length	extinct_max_area	extinct_max_vol	fad_int	lad_int	fad_age	lad_age	range_source	range_year	in_sepkoski	tiering	motility	feeding	ecospace	diet	calc_max_vol	extinct_calc_max_vol	extant	eco_ref	marine	brackish	freshwater	terrestrial
41535	Gualtieria	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Brissidina		Brissidae			Gualtieria		33389	61.18	2545.2434		61.18	2545.2434		Ypresian	Burdigalian	56	15.97	Sepkoski	2002	t	3	2	2	322		54631.0837	54631.0837	f		t		f	f
49023	Monophoraster	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Scutellina		Monophorasteridae			Monophoraster		33147	61.825	2744.0911		61.825	2744.0911		Aquitanian	Burdigalian	23.03	15.97	Sepkoski	2002	t	3	2	2	322		56227.07755	56227.07755	f		t		f	f
41508	Iheringiella	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Scutellina		Monophorasteridae			Iheringiella		33135	62.47	2874.1588		62.47	2874.1588		Ypresian	Burdigalian	56	15.97	Sepkoski	2002	t	3	2	2	322		57852.40447	57852.40447	f		t		f	f
41516	Galeraster	genus	Irregularia	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Echinoneoida		Conulidea	Conulidae			Galeraster		33295	70.48	3867.4597	98560.0626	70.48	3867.4597	98560.0626	Ypresian	Burdigalian	56	15.97	Sepkoski	2002	t	3	2	4	324		80571.33061	80571.33061	f		t		f	f
51325	Parmulechinus	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Scutellina		Scutellidae			Parmulechinus		33154	81.47142857	4754.272		81.47142857	4754.272		Rupelian	Burdigalian	33.9	15.97	Sepkoski	2002	t	3	2	2	322		119948.0417	119948.0417	f		t		f	f
49026	Scutaster	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Scutellina		Scutasteridae			Scutaster		33171	89.73333333	5319.7932		89.73333333	5319.7932		Aquitanian	Burdigalian	23.03	15.97	Sepkoski	2002	t	3	2	2	322		156376.3066	156376.3066	f		t		f	f
54620	Pedina	genus	Ambulacralia	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Pedinoida			Pedinidae			Pedina		32878	106.4	4465.3933	6146.5637	106.4	4465.3933	6146.5637	Sinemurian	Burdigalian	199.3	15.97	Sepkoski	2002	t	3	2				249642.8386	249642.8386	f		t		f	f
48554	Brissomorpha	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Brissidina		Asterostomatidae			Brissomorpha		33356	110.3348154	8198.3592		110.3348154	8198.3592		Aquitanian	Burdigalian	23.03	15.97	Sepkoski	2002	t	3	2	2	322		275817.202	275817.202	f		t		f	f
51632	Prosostoma	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Brissidina		Asterostomatidae			Prosostoma		33466	111.0380183	9465.9135	472155.2502	111.0380183	9465.9135	472155.2502	Chattian	Burdigalian	28.1	15.97	Sepkoski	2002	t	3	2	2	322		280670.7036	280670.7036	f		t		f	f
48560	Peribrissus	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Paleopneustina		Schizasteridae			Peribrissus		33454	122.55	10397.4651		122.55	10397.4651		Aquitanian	Burdigalian	23.03	15.97	Sepkoski	2002	t	3	2	2	322		367982.5084	367982.5084	f		t		f	f
48559	Mazzettia	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida						Mazzettia		33425	133.3817258	11618.6285		133.3817258	11618.6285		Aquitanian	Burdigalian	23.03	15.97	Sepkoski	2002	t	3	2	2	322		464325.1387	464325.1387	f		t		f	f
51628	Lajanaster	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Brissidina		Brissidae			Lajanaster		33412	143.7	12854.9495		143.7	12854.9495		Chattian	Burdigalian	28.1	15.97	Sepkoski	2002	t	3	2	2	322		569736.6414	569736.6414	f		t		f	f
51626	Brissolampas	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Brissidina		Asterostomatidae			Brissolampas		33355	148.9958564	12339.0107	375218.433	148.9958564	12339.0107	375218.433	Chattian	Burdigalian	28.1	15.97	Sepkoski	2002	t	3	2	2	322		629258.9952	629258.9952	f		t		f	f
48562	Pseudobrissus	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Paleopneustina		Schizasteridae			Pseudobrissus		33470	153.16	17775.8881		153.16	17775.8881		Aquitanian	Burdigalian	23.03	15.97	Sepkoski	2002	t	3	2	2	322		678732.477	678732.477	f		t		f	f
45233	Nielsenicrinus	genus	Ambulacralia	Echinodermata		Crinoidea	Articulata	Isocrinida						Nielsenicrinus		32619	14.02	154.3782	474.6365	14.02	154.3782	474.6365	Hauterivian	Chattian	132.9	23.03	Sepkoski	2002	t	2	4	1	241		870.0952551	870.0952551	f		t		f	f
55170	Gagaria	genus	Ambulacralia	Echinodermata	Echinozoa	Echinoidea		Temnopleuroida						Gagaria		33010	22.15	382.3766	2814.2917	22.15	382.3766	2814.2917	Thanetian	Chattian	59.2	23.03	Sepkoski	2002	t	3	2	4	324		3356.913324	3356.913324	f		t		f	f
36892	Phymotaxis	genus	Echinacea	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Stomopneustoida			Stomechinidae			Phymotaxis		32978	39.55833333	1229.0395	16796.8736	39.55833333	1229.0395	16796.8736	Campanian	Chattian	83.6	23.03	Sepkoski	2002	t	3	2	0			16499.96706	16499.96706	f		t		f	f
51630	Mauritanaster	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Brissidina		Brissidae			Mauritanaster		33424	41.04663824	1299.4929	18531.6184	41.04663824	1299.4929	18531.6184	Chattian	Chattian	28.1	23.03	Sepkoski	2002	t	3	2	2	322		18260.9338	18260.9338	f		t		f	f
57765	Pygorhynchus	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Cassiduloida			Nucleolitidae			Pygorhynchus		33249	41.08	1103.1115		41.08	1103.1115		Valanginian	Chattian	139.8	23.03	Sepkoski	2002	t	3	2	2	322		18301.71454	18301.71454	f		t		f	f
41527	Brissopatagus	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Brissidina		Brissidae			Brissopatagus		33357	47.47	1589.7408	25541.8349	47.47	1589.7408	25541.8349	Ypresian	Chattian	56	23.03	Sepkoski	2002	t	3	2	2	322		27220.16748	27220.16748	f		t		f	f
55162	Amblypygus	genus	Irregularia	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Holectypoida						Amblypygus		161947	53.07	1899.8237	23735.1301	53.07	1899.8237	23735.1301	Thanetian	Chattian	59.2	23.03	Sepkoski	2002	t	3	2				36971.28171	36971.28171	f		t		f	f
51617	Neorumphia	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Laganina		Neolaganidae			Neorumphia		33151	86.23333333	5090.8505		86.23333333	5090.8505		Chattian	Chattian	28.1	23.03	Sepkoski	2002	t	3	2	2	322		140193.8867	140193.8867	f		t		f	f
41533	Fernandezaster	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Brissidina		Brissidae			Fernandezaster		33383	122.16	11626.523		122.16	11626.523		Ypresian	Chattian	56	23.03	Sepkoski	2002	t	3	2	2	322		364776.0618	364776.0618	f		t		f	f
51328	Tournoueraster	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida						Tournoueraster		33182	3.86	8.5659		3.86	8.5659		Rupelian	Rupelian	33.9	28.1	Sepkoski	2002	t	3	2	2	322		27.70399854	27.70399854	f		t		f	f
36893	Thylechinus	genus	Calycina	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Phymosomatoida			Phymosomatidae			Thylechinus		32990	5.660377358	25.1641	50.0749	5.660377358	25.1641	50.0749	Campanian	Rupelian	83.6	28.1	Sepkoski	2002	t	3	2	5	325		79.25684519	79.25684519	f		t		f	f
51098	Isopetalum	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida			Hemiasteridae			Isopetalum		33407	14.78	165.1845	1415.0803	14.78	165.1845	1415.0803	Rupelian	Rupelian	33.9	28.1	Sepkoski	2002	t	3	2	2	322		1105.409221	1105.409221	f		t		f	f
51327	Scutulum	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Scutellina					Scutulum		33176	23.71333333	413.586		23.71333333	413.586		Rupelian	Rupelian	33.9	28.1	Sepkoski	2002	t	3	2	2	322		4048.224491	4048.224491	f		t		f	f
39352	Holcopneustes	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida			Hemiasteridae			Holcopneustes		33400	41.08666667	1247.5347	27412.4962	41.08666667	1247.5347	27412.4962	Danian	Rupelian	66	28.1	Sepkoski	2002	t	3	2	2	322		18309.87067	18309.87067	f		t		f	f
51096	Enichaster	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida						Enichaster		33379	47.05410882	1013.8004	8023.403	47.05410882	1013.8004	8023.403	Rupelian	Rupelian	33.9	28.1	Sepkoski	2002	t	3	2	2	322		26570.37107	26570.37107	f		t		f	f
52711	Pycinaster	genus	Neoasteroidea	Echinodermata	Asterozoa	Asteroidea		Valvatida			Pycinasteridae			Pycinaster		31464	45.75	6575.5498		45.75	6575.5498		Pliensbachian	Rupelian	190.8	28.1	Sepkoski	2002	t	3	2	0			31761.11468	31761.11468	f		t		f	f
42908	Palmeraster	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida			Toxasteridae			Palmeraster		33448	52.23793537	1957.0623		52.23793537	1957.0623		Priabonian	Rupelian	38	28.1	Sepkoski	2002	t	3	2	2	322		35401.40981	35401.40981	f		t		f	f
41534	Fourtaunia	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Brissidina		Brissidae			Fourtaunia		33384	68.1	3006.4264	76683.9164	68.1	3006.4264	76683.9164	Ypresian	Rupelian	56	28.1	Sepkoski	2002	t	3	2	2	322		73319.26045	73319.26045	f		t		f	f
41018	Hypsopatagus	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida			Hemiasteridae			Hypsopatagus		33403	92.10666667	6177.8707	294286.305	92.10666667	6177.8707	294286.305	Ypresian	Rupelian	56	28.1	Sepkoski	2002	t	3	2	2	322		167996.2725	167996.2725	f		t		f	f
51097	Herreraster	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Brissidina		Brissidae			Herreraster		33395	188	21621.5926		188	21621.5926		Rupelian	Rupelian	33.9	28.1	Sepkoski	2002	t	3	2	2	322		1191516.247	1191516.247	f		t		f	f
42893	Vicetiametra	genus	Ambulacralia	Echinodermata		Crinoidea		Comatulida						Vicetiametra		32675	4.936	19.1355	58.7588	4.936	19.1355	58.7588	Priabonian	Priabonian	38	33.9	Sepkoski	2002	t	2	4	1	241		38.38375815	38.38375815	f		t		f	f
42899	Pisolampas	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Cassiduloida	Neolampadina		Neolampadidae			Pisolampas		33502	4.86	68.5539	248.3938	4.86	68.5539	248.3938	Priabonian	Priabonian	38	33.9	Sepkoski	2002	t	3	2	2	322		52.1490745	52.1490745	f		t		f	f
42393	Cyamidia	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Scutellina		Fibulariidae			Cyamidia		33118	6.633333333	29.0013		6.633333333	29.0013		Lutetian	Priabonian	47.8	33.9	Sepkoski	2002	t	3	2	2	322		122.5118418	122.5118418	f		t		f	f
42001	Eoscutum	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Scutellina		Fibulariidae			Eoscutum		33126	8.384	55.1804		8.384	55.1804		Lutetian	Priabonian	47.8	33.9	Sepkoski	2002	t	3	2	2	322		233.0605998	233.0605998	f		t		f	f
41507	Fibulaster	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Scutellina		Fibulariidae			Fibulaster		33129	11.21923077	93.9109		11.21923077	93.9109		Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2	2	322		518.5993535	518.5993535	f		t		f	f
41510	Scutellina	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida						Scutellina		33174	15.62333333	188.5164		15.62333333	188.5164		Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2	2	322		1287.337332	1287.337332	f		t		f	f
42886	Fibulina	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Scutellina		Laganidae			Fibulina		33130	16.08	176.8088		16.08	176.8088		Priabonian	Priabonian	38	33.9	Sepkoski	2002	t	3	2	2	322		1393.309103	1393.309103	f		t		f	f
42910	Royasendia	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida						Royasendia		33479	17.22280192	129.41	611.0799	17.22280192	129.41	611.0799	Priabonian	Priabonian	38	33.9	Sepkoski	2002	t	3	2	2	322		1682.356451	1682.356451	f		t		f	f
41512	Thagastea	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Scutellina		Fibulariidae			Thagastea		33180	17.23	186.7473	1711.8499	17.23	186.7473	1711.8499	Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2	2	322		1684.287715	1684.287715	f		t		f	f
41543	Parabrissus	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Paleopneustina		Schizasteridae			Parabrissus		33449	22.34	291.7281	2757.8028	22.34	291.7281	2757.8028	Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2	2	322		3436.569422	3436.569422	f		t		f	f
41551	Ambipleurus	genus	Ambulacralia	Echinodermata	Echinozoa	Echinoidea		Temnopleuroida						Ambipleurus		32998	23.96923077	451.2301	4391.9731	23.96923077	451.2301	4391.9731	Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2	4	324		4169.30464	4169.30464	f		t		f	f
55156	Pseudopygaulus	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Cassiduloida	Neolampadina		Neolampadidae			Pseudopygaulus		33243	24.05067598	325.7307	2365.8907	24.05067598	325.7307	2365.8907	Thanetian	Priabonian	59.2	33.9	Sepkoski	2002	t	3	2	2	322		4208.318143	4208.318143	f		t		f	f
41503	Kephrenia	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Cassiduloida	Neolampadina		Neolampadidae			Kephrenia		33225	24.27184466	348.3426	2502.2612	24.27184466	348.3426	2502.2612	Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2	2	322		4315.429974	4315.429974	f		t		f	f
41529	Cheopsia	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida			Hemiasteridae			Cheopsia		33364	24.88	444.1603	3328.2408	24.88	444.1603	3328.2408	Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2	2	322		4618.848376	4618.848376	f		t		f	f
41518	Haimea	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida			Oligopygidae			Haimea		33104	25.41	445.4395	5844.1664	25.41	445.4395	5844.1664	Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2	2	322		4894.052349	4894.052349	f		t		f	f
42634	Neolaganum	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Laganina		Neolaganidae			Neolaganum		33150	29.54	444.0607	991.7355	29.54	444.0607	991.7355	Lutetian	Priabonian	47.8	33.9	Sepkoski	2002	t	3	2	2	322		7400.365939	7400.365939	f		t		f	f
42894	Diplosalenia	genus	Echinacea	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Camarodonta			Parasaleniidae			Diplosalenia		33047	31.4375	776.2219	8842.461	31.4375	776.2219	8842.461	Priabonian	Priabonian	38	33.9	Sepkoski	2002	t	3	2	0			8779.90894	8779.90894	f		t		f	f
41519	Echinopedina	genus	Ambulacralia	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Pedinoida			Pedinidae			Echinopedina		32870	32.54166667	695.1821		32.54166667	695.1821		Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2				9652.791488	9652.791488	f		t		f	f
42008	Tarphypygus	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Scutellina		Fibulariidae			Tarphypygus		33178	32.58	655.0648	8735.9589	32.58	655.0648	8735.9589	Lutetian	Priabonian	47.8	33.9	Sepkoski	2002	t	3	2	2	322		9684.044277	9684.044277	f		t		f	f
38903	Periaster	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida						Periaster		33452	37.64666667	1109.5743	21708.2053	37.64666667	1109.5743	21708.2053	Cenomanian	Priabonian	100.5	33.9	Sepkoski	2002	t	3	2	2	322		14401.87816	14401.87816	f		t		f	f
42890	Samlandaster	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Scutellina					Samlandaster		33168	39.975	1173.0439		39.975	1173.0439		Priabonian	Priabonian	38	33.9	Sepkoski	2002	t	3	2	2	322		16981.55028	16981.55028	f		t		f	f
48335	Distefanaster	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida			Hemiasteridae			Distefanaster		33374	40.79	1215.1403		40.79	1215.1403		Maastrichtian	Priabonian	72.1	33.9	Sepkoski	2002	t	3	2	2	322		17949.15507	17949.15507	f		t		f	f
41528	Cestobrissus	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida						Cestobrissus		33363	41.05798022	1144.7768	20133.9169	41.05798022	1144.7768	20133.9169	Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2	2	322		18274.79152	18274.79152	f		t		f	f
41505	Santeelampas	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Cassiduloida	Neolampadina		Neolampadidae			Santeelampas		33254	41.38689774	1016.7454	13834.5152	41.38689774	1016.7454	13834.5152	Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2	2	322		18679.57864	18679.57864	f		t		f	f
41502	Ilarionia	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Cassiduloida	Neolampadina		Neolampadidae			Ilarionia		33224	45.9463751	1210.5716	18231.2079	45.9463751	1210.5716	18231.2079	Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2	2	322		24887.98965	24887.98965	f		t		f	f
42394	Oligopygus	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida			Oligopygidae			Oligopygus		33106	46.14285714	1402.5079	19234.3946	46.14285714	1402.5079	19234.3946	Lutetian	Priabonian	47.8	33.9	Sepkoski	2002	t	3	2	2	322		25181.30432	25181.30432	f		t		f	f
41525	Adytaster	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida			Toxasteridae			Adytaster		33339	47.53425279	1515.0463	31904.2728	47.53425279	1515.0463	31904.2728	Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2	2	322		27321.44875	27321.44875	f		t		f	f
42905	Habanaster	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Holasteroida						Habanaster		33390	47.61364667	1705.4713	43509.8153	47.61364667	1705.4713	43509.8153	Priabonian	Priabonian	38	33.9	Sepkoski	2002	t	3	2	0			27446.92735	27446.92735	f		t		f	f
41515	Duncaniaster	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Holasteroida			Holasteridae			Duncaniaster		33291	48.52857143	1821.4251		48.52857143	1821.4251		Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2	0			28919.43708	28919.43708	f		t		f	f
42891	Sanchezella	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Laganina		Neolaganidae			Sanchezella		33169	54.5	1879.0122		54.5	1879.0122		Priabonian	Priabonian	38	33.9	Sepkoski	2002	t	3	2	2	322		39771.3387	39771.3387	f		t		f	f
42633	Cubanaster	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Laganina		Neolaganidae			Cubanaster		33117	54.7625	1879.0122		54.7625	1879.0122		Lutetian	Priabonian	47.8	33.9	Sepkoski	2002	t	3	2	2	322		40299.51608	40299.51608	f		t		f	f
36894	Trochalosoma	genus	Echinacea	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Stomopneustoida			Stomechinidae			Trochalosoma		32993	55.63333333	2430.8605	36570.9465	55.63333333	2430.8605	36570.9465	Campanian	Priabonian	83.6	33.9	Sepkoski	2002	t	3	2	0			42083.59589	42083.59589	f		t		f	f
42007	Protoscutella	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Scutellina		Protoscutellidae			Protoscutella		33161	56.3375	2357.8317		56.3375	2357.8317		Lutetian	Priabonian	47.8	33.9	Sepkoski	2002	t	3	2	2	322		43562.33817	43562.33817	f		t		f	f
42882	Australanthus	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida			Faujasiidae			Australanthus		33194	57.0728609	1692.3888	24133.4649	57.0728609	1692.3888	24133.4649	Priabonian	Priabonian	38	33.9	Sepkoski	2002	t	3	2	2	322		45141.41264	45141.41264	f		t		f	f
42020	Verbeekia	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Brissidina	Spatangidea	Loveniidae			Verbeekia		33495	61.37147264	2260.0389		61.37147264	2260.0389		Lutetian	Priabonian	47.8	33.9	Sepkoski	2002	t	3	2	2	322		55101.81748	55101.81748	f		t		f	f
42903	Gillechinus	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Brissidina		Brissidae			Gillechinus		33386	61.57	2789.7133	63270.6978	61.57	2789.7133	63270.6978	Priabonian	Priabonian	38	33.9	Sepkoski	2002	t	3	2	2	322		55592.60992	55592.60992	f		t		f	f
41536	Laevipatagus	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Brissidina	Spatangidea	Spatangidae			Laevipatagus		33411	65.5226386	3319.9371		65.5226386	3319.9371		Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2	2	322		65949.56062	65949.56062	f		t		f	f
42889	Mortonella	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Scutellina		Protoscutellidae			Mortonella		33149	67.4	3463.9888	30425.3681	67.4	3463.9888	30425.3681	Priabonian	Priabonian	38	33.9	Sepkoski	2002	t	3	2	2	322		71268.48741	71268.48741	f		t		f	f
42635	Periarchus	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Scutellina		Protoscutellidae			Periarchus		33156	69.42857143	3120.0734	19048.3676	69.42857143	3120.0734	19048.3676	Lutetian	Priabonian	47.8	33.9	Sepkoski	2002	t	3	2	2	322		77313.89302	77313.89302	f		t		f	f
38644	Stigmatopygus	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida			Faujasiidae			Stigmatopygus		33256	74.26730787	2663.0754	47473.7573	74.26730787	2663.0754	47473.7573	Cenomanian	Priabonian	100.5	33.9	Sepkoski	2002	t	3	2	2	322		93024.02658	93024.02658	f		t		f	f
41520	Loriolipedina	genus	Ambulacralia	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Pedinoida			Pedinidae			Loriolipedina		32874	74.82857143			74.82857143			Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2				94967.04826	94967.04826	f		t		f	f
42904	Gonzalezaster	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida						Gonzalezaster		33387	84.15751747	4755.9248		84.15751747	4755.9248		Priabonian	Priabonian	38	33.9	Sepkoski	2002	t	3	2	2	322		131121.3467	131121.3467	f		t		f	f
42885	Eoscutella	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Scutellina		Eoscutellidae			Eoscutella		33125	84.75714286	4429.6535		84.75714286	4429.6535		Priabonian	Priabonian	38	33.9	Sepkoski	2002	t	3	2	2	322		133702.4799	133702.4799	f		t		f	f
39355	Diplodetus	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Brissidina		Brissidae			Diplodetus		33372	86.61428571	5281.7874	194671.5935	86.61428571	5281.7874	194671.5935	Santonian	Priabonian	86.3	33.9	Sepkoski	2002	t	3	2	2	322		141900.9533	141900.9533	f		t		f	f
42016	Crucibrissus	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida			Hemiasteridae			Crucibrissus		33370	87.8625	4951.2556	156170.8525	87.8625	4951.2556	156170.8525	Lutetian	Priabonian	47.8	33.9	Sepkoski	2002	t	3	2	2	322		147586.6761	147586.6761	f		t		f	f
41550	Stomaporus	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Brissidina		Brissidae			Stomaporus		33487	94.06757554	6095.0492	181696.5439	94.06757554	6095.0492	181696.5439	Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2	2	322		177999.8816	177999.8816	f		t		f	f
42636	Wythella	genus	Neognathostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Clypeasteroida	Laganina					Wythella		33186	97.23	5989.6658		97.23	5989.6658		Lutetian	Priabonian	47.8	33.9	Sepkoski	2002	t	3	2	2	322		194916.6072	194916.6072	f		t		f	f
41545	Pharaonaster	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Brissidina		Brissidae			Pharaonaster		33456	102.4748208	7800.2429	311194.0203	102.4748208	7800.2429	311194.0203	Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2	2	322		225163.0323	225163.0323	f		t		f	f
41548	Pygospatangus	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Brissidina		Asterostomatidae			Pygospatangus		33475	104.4974745	7347.5936	302881.1009	104.4974745	7347.5936	302881.1009	Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2	2	322		237576.9417	237576.9417	f		t		f	f
41538	Megapneustes	genus	Atelostomata	Echinodermata	Echinozoa	Echinoidea	Euechinoidea	Spatangoida	Brissidina		Brissidae			Megapneustes		33427	104.7091915	7803.3585	264100.6001	104.7091915	7803.3585	264100.6001	Ypresian	Priabonian	56	33.9	Sepkoski	2002	t	3	2	2	322		238900.9009	238900.9009	f		t		f	f
